Service_ID,Customer_ID,Vehicle_ID,Service_Date,Service_Type,Service_Cost,Service_Center
40fba1d4-9264-41ad-b1b8-972b6a4fc8d0,3553,5254,2020-02-14,Battery Check,1535.91,Rocher
65434395-fa77-4448-a143-bdbb3a9ee74f,2927,5606,2021-07-28,Oil Change,1674.99,Ferrand
1e4d3f2d-493b-40c3-bc3b-c01cb6838cce,3622,4034,2022-07-22,Engine Diagnostics,205.43,Colas
37b37a7b-c5c2-4f5e-951d-d8d4427eab6d,6906,6463,2020-11-13,Battery Check,1620.19,Ledoux Guibert S.A.R.L.
c62175aa-ee57-468b-ae40-3084b8275c68,9430,3348,2021-12-10,Engine Diagnostics,294.09,Valette S.A.S.
ae861bcd-cb40-4d61-98f3-957efc834898,8486,6267,2022-12-24,Battery Check,484.04,Guilbert David SA
554a5a8b-b608-4c83-b104-0e02a927210a,2271,3482,2024-02-28,Brake Repair,268.33,Deschamps S.A.
d922a475-eec1-4ad0-82b2-20d47c3456ae,9267,6042,2023-08-02,Tire Replacement,183.01,Pierre SA
84587d1b-79f1-4ecd-adea-12bfd3c99d14,3867,5620,2022-10-09,Tire Replacement,1947.41,Morin
5a65b661-cf41-4b3b-a2ec-823852672d06,7219,4763,2024-06-03,Tire Replacement,1655.23,Lemaire SARL
65c2e01f-bce0-464e-99d0-e737eb24d917,10914,6562,2023-09-10,Tire Replacement,1173.98,Hubert
ae933186-e553-4e58-ba40-f723bcda9a6b,5459,5687,2022-04-17,Engine Diagnostics,1393.31,Rivière S.A.
ee461bb8-95df-4bae-9e33-42f81e39a977,1935,4560,2021-06-20,Oil Change,634.85,Bouchet
daf95b1a-82de-4938-9d22-2ace801fdd88,5988,5601,2024-10-25,Battery Check,1696.76,Courtois
1a964a5e-7a4f-4fe3-aacf-5f3600f79a2b,2954,6149,2023-12-26,Battery Check,1631.32,Lacroix Klein SA
0f6e4659-6c06-45ea-94a5-b4fc37d4906e,9056,5407,2020-09-06,Tire Replacement,1416.22,Mace Jacquot S.A.R.L.
2240a1ed-d021-4d8a-9c04-0a4a67c1fd08,10787,2532,2023-08-21,Battery Check,422.6,Lebrun
5ccf4299-4b19-47e6-9a9f-6d24dfbef6d5,5360,2599,2023-07-06,Brake Repair,1416.66,Nicolas Courtois SARL
3a0e1e1a-29b8-49c4-9dec-5f5d1ae8fbd0,2637,4513,2024-01-26,Brake Repair,1910.4,Durand S.A.S.
268c42aa-4d2c-4b65-b1f9-5694b73031bf,8937,6493,2024-02-11,Brake Repair,516.76,Boucher Morvan S.A.S.
7d82fd71-521f-4f1a-ad1f-e3e020b9cc79,10526,6881,2023-06-10,Brake Repair,1322.81,Letellier
c1d374dc-3f49-40ea-9804-4d0095cd3513,1124,2352,2022-06-20,Tire Replacement,906.74,Torres
095e491e-3146-460d-aecd-e5ca917c855e,6463,5838,2021-03-27,Oil Change,1019.27,Girard Bourgeois SA
894e1426-01e1-4196-9e7d-ea4fd881f6de,5681,6057,2022-05-03,Engine Diagnostics,1757.75,Pruvost
67d75491-3067-4b87-a791-7083513f288e,7339,5418,2023-02-03,Oil Change,422.9,Noël Lamy S.A.
d5281781-0442-479d-a502-0f715805ec35,10778,5861,2023-07-17,Engine Diagnostics,1378.67,Richard S.A.R.L.
20168136-3e62-4c96-86c8-22493491be4a,9004,3631,2021-11-09,Oil Change,1531.56,Collet
7c5c80e7-cabc-4c75-a5a3-e210404710bb,1993,4698,2024-11-17,Battery Check,362.38,Mallet
9da2d942-e583-4319-8bd8-da1fd19e0778,8187,2001,2022-09-04,Oil Change,1387.57,Charrier Perrot SA
08df4a63-3bc6-4f33-b6fc-a81481400334,5912,4673,2025-01-31,Battery Check,309.06,Delaunay Marie SA
65337bc8-c3b1-4f6b-b07d-3dc4c206ada1,6659,6627,2024-04-02,Battery Check,1332.2,Petit Garnier S.A.
a16d0a8a-f58f-484c-8708-544f43d80042,9043,4271,2020-07-31,Brake Repair,1339.21,Bernier Bigot SARL
2bc8736e-6fbc-4890-9964-ce03031b025a,3995,2329,2023-10-22,Engine Diagnostics,1192.9,Lévêque
4cff62d0-f6b6-478e-b1d7-90786eaff967,10585,5979,2020-11-27,Oil Change,433.84,Bourdon
7aaec2b5-6a22-4664-a9a8-6d474604161b,5737,4966,2020-07-06,Engine Diagnostics,299.29,Fleury
7a26344e-009a-460e-ab33-e6f8152a8549,6358,2157,2022-04-11,Tire Replacement,70.62,Richard
b5590f0a-7b4e-4ae5-b2b7-9fe38709374a,9423,3052,2021-11-04,Battery Check,1261.4,Bouvet
b50e1d5b-e73a-498f-a5ae-d028ba385656,8255,2448,2022-01-28,Tire Replacement,1161.18,Meunier S.A.S.
4b8048ba-19b4-46d1-a371-b6f35954da6d,3394,4664,2022-05-17,Brake Repair,91.79,Carpentier S.A.S.
806f0edb-28a5-49db-bcb1-e0ea6e16d002,10733,3962,2021-11-12,Tire Replacement,1028.04,Picard
1a6e312b-2a34-4dd3-8f4a-b0127eefd139,8333,6954,2024-09-15,Engine Diagnostics,808.54,Lefort
91ea4412-a5ed-4680-806a-33ab92aa7b97,8176,4064,2023-04-10,Tire Replacement,702.27,Boulanger
c1c9247c-7a95-4021-a734-5789fcaafbaf,2313,2851,2022-09-01,Oil Change,1936.27,Richard Merle S.A.S.
99026f17-1995-4e2c-856b-9f3632ac74a6,1001,3185,2020-11-04,Tire Replacement,1870.36,Léger Rivière S.A.S.
9d2ce16d-2f7a-4ed6-a0b2-a1bf802af130,8325,4172,2024-01-13,Tire Replacement,1020.73,Morin S.A.R.L.
ce115be4-f454-4680-8ca0-a29ff15ed483,10526,3076,2023-11-24,Battery Check,443.67,Barbier
14fab1fb-c751-4970-8a84-09cc41219237,8358,3171,2022-12-11,Oil Change,947.2,Carre Poirier et Fils
69a1dc49-39e5-4024-8cc0-ef83a738667e,5820,6555,2024-02-07,Engine Diagnostics,780.84,Vallet SARL
f5180fcb-de44-444a-8731-97f817ab1370,3940,6466,2020-07-13,Oil Change,743.81,Muller Coulon S.A.
57af465a-fc2c-4be5-a0b2-338d5131a80c,3930,5763,2020-08-16,Engine Diagnostics,245.07,Guérin
42a89ab1-dced-455b-94b5-b85b7f09faac,6381,6938,2020-07-11,Battery Check,76.01,Ferreira
7ad0ee15-a105-486a-a938-629374b03849,2346,2646,2023-04-06,Engine Diagnostics,1433.85,Rivière Diallo S.A.S.
500b3e70-8a83-40ec-bddb-5710cb5a660a,10410,5071,2024-07-14,Tire Replacement,1174.11,Muller
91de3f76-5c45-4d4e-a4ab-17b175029c8a,6914,5059,2022-03-07,Tire Replacement,958.17,Lopes
d983ca50-9b1d-42d1-b67a-c730e98521cf,5421,2037,2022-06-10,Brake Repair,279.9,Blanchard S.A.S.
c6788435-4305-44af-8b2b-36de99ff08e4,5939,2428,2023-06-01,Oil Change,310.56,Morel Delattre S.A.
d65cb27e-109c-430f-bd6c-ea8732bb4686,5994,2160,2024-12-26,Battery Check,1543.57,Lévêque
59754307-4e6d-491b-a434-1e813fe4a196,4862,6082,2020-01-02,Oil Change,1191.34,Fischer Jean S.A.S.
235ccc33-38d6-41f0-9125-317d5ff8f926,5741,3773,2021-05-20,Engine Diagnostics,1244.34,Traore
c0494136-d58c-461e-8e5d-bb637ff5dede,6660,2297,2024-12-06,Tire Replacement,1649.59,Pinto S.A.
99828db1-0447-4c74-b1c1-12abfea1e5db,1169,4319,2023-03-06,Tire Replacement,189.13,Laine SA
7bd27f4e-6177-4aeb-ab8d-1caf8fc0f643,5278,4647,2024-03-12,Oil Change,865.2,Cohen
f0c0679e-6f17-45b1-8475-8055bcc55ead,7808,2634,2022-03-24,Battery Check,1304.37,Descamps
40427ad3-95ec-4e36-9a08-3b9870feb756,2924,4577,2022-09-05,Battery Check,1543.8,Guillou
ba1f2cab-701b-4868-9c26-ede936a30e75,9004,2762,2020-09-12,Brake Repair,1904.05,Vincent
51010137-658a-440a-a7a7-66ec271ebfbf,3838,6058,2022-11-15,Brake Repair,1090.6,Schneider et Fils
f0035356-a3b4-4c84-aadf-abb599ff804b,8381,3059,2021-12-15,Brake Repair,1463.77,Fournier Buisson S.A.S.
05330240-94ef-47cf-bf10-d865f399e258,6325,4617,2024-03-08,Tire Replacement,1241.62,Bourdon
5ebb4a06-8f22-47e1-8093-1701eaeb2278,10953,3336,2024-10-03,Battery Check,1557.29,Laroche
f9eb5403-f2be-43c7-b52f-b92027b8ca91,2420,3794,2021-09-14,Tire Replacement,962.78,Vasseur SA
c209025c-2f35-473a-9838-fc37091c1f53,7439,3269,2024-12-17,Engine Diagnostics,1179.43,Faure S.A.S.
bcb1d890-b9a8-4f14-8e45-25f53f8e59eb,6940,5076,2021-07-05,Engine Diagnostics,1235.98,Martin Hebert et Fils
069b01dc-575b-45cd-b860-c8b018580bd0,7550,4295,2023-01-12,Tire Replacement,304.41,Philippe S.A.
9154def7-6cc6-414b-856e-d4ec4aa42971,6849,6969,2024-05-05,Engine Diagnostics,1409.95,Grondin SA
a38d47af-8a77-4feb-9844-7d9a34eee6ad,1933,4037,2022-12-10,Battery Check,979.8,Chevalier SARL
03c57924-cdc8-4c49-af44-6ef7ba66b837,7770,5145,2023-09-06,Engine Diagnostics,75.58,Bouvier
994b6a41-708f-42ad-8d32-6e899528fef4,9866,6046,2022-04-04,Tire Replacement,1635.3,Mace S.A.S.
17120b11-5320-4da0-82fc-5cfd72325cdc,9271,4771,2023-06-26,Oil Change,492.67,Dumont SA
c4b3ca17-9c87-422a-ac2a-254767501ec7,10508,5540,2020-08-04,Engine Diagnostics,969.82,Bègue SARL
d827a1ba-11b2-4cf2-a9ba-948b542ae740,3560,3539,2020-11-03,Engine Diagnostics,561.02,Lebreton
ddb15e7c-6bcf-4a15-ab8f-f267d582887a,4687,5254,2023-08-26,Battery Check,628.43,Teixeira
28fb2f1c-0145-4cb2-94c1-90478acdcc7d,4431,4383,2021-07-15,Tire Replacement,1474.76,Maurice
c7abe9f2-b377-456c-a801-139ec9cccdd5,6060,3354,2023-08-23,Brake Repair,1603.75,Louis Leroux SARL
553547b7-c131-4a2b-bb40-08eea7bc4a2e,5401,6248,2020-03-05,Brake Repair,250.16,Menard
f496f3ad-e926-4b03-aa5d-c531cf4c013a,10088,2028,2021-11-30,Engine Diagnostics,1606.48,Antoine Guilbert S.A.
acede8f6-fb62-4d92-9c1f-7a0e0f39a1cd,9969,4036,2020-11-11,Oil Change,902.39,Maurice
cd8d6222-6268-4221-8a50-8ac344810b3e,7891,3177,2023-04-30,Battery Check,247.19,Albert S.A.R.L.
5a448baa-fc18-46fd-ba6c-ac58c3da7a46,6003,2901,2023-07-18,Tire Replacement,293.95,Marty Bourgeois S.A.S.
b5f04b9c-c7cd-4257-b937-ef22d48f5e24,5341,3463,2020-08-25,Battery Check,1201.0,Berger
ed6e4615-0393-47fe-bd57-27a3b3342d24,1215,4420,2022-08-03,Tire Replacement,662.18,Martineau Chrétien SARL
704a6637-490b-4ff8-bbde-1d650cacaf7c,5181,5095,2024-03-21,Oil Change,836.85,Hebert
80e65fec-cf7b-4f61-8f17-a55b114f11b6,6254,3684,2020-04-10,Oil Change,1421.44,Lopes
17b70df6-dfeb-4988-825c-e9a44f4e92bf,5831,2606,2023-07-21,Battery Check,1428.79,Lefort
1d3dbad4-d1c2-47c7-8e07-51789736d716,10047,5065,2020-08-20,Tire Replacement,1718.56,Vaillant
8930de35-f14a-47bc-9309-e8f1ec3406e3,7129,4763,2020-09-20,Engine Diagnostics,374.01,Garcia S.A.R.L.
fc3637df-fad9-449b-b7b3-dbf75be84569,6970,2747,2024-05-11,Engine Diagnostics,1823.11,Roche SA
b9f96b16-4b49-4dee-9104-ad34af9a94e8,4010,3388,2023-11-05,Brake Repair,1322.45,Bernier Marion S.A.
860f5784-c4a1-4647-920a-d74ef94e33c1,7976,6404,2021-02-28,Brake Repair,1858.82,Blanchet
90c6cae9-ef70-4e2e-8de0-57c18e115070,2346,3412,2022-02-10,Tire Replacement,842.45,Baron Muller et Fils
46afcf7a-eca6-413d-b92b-bb7598845cc8,7704,3621,2023-01-30,Brake Repair,166.62,Becker
6bbd59a0-0db8-4e34-9e43-88104d276765,1402,4073,2023-12-25,Engine Diagnostics,670.33,Couturier et Fils
42674236-66d5-402a-ad9c-e15319030f0d,8939,3530,2023-08-02,Tire Replacement,495.89,Dos Santos et Fils
b2f26bf8-aeb8-444c-80a5-1ec6d4203909,9742,4666,2020-04-17,Engine Diagnostics,1526.19,Parent S.A.R.L.
2c3c7329-a8f8-45b6-8538-95ddc171bc23,8928,6742,2020-11-29,Brake Repair,448.93,Masse De Oliveira S.A.S.
0476331e-893e-49be-8093-e35ac4d0d199,6749,4893,2024-03-12,Tire Replacement,792.63,Bazin SA
637bbbef-b61e-4060-87b4-3d75517f7f8a,6294,2611,2023-01-24,Oil Change,1789.0,Peron Laporte et Fils
9adb961c-db73-42c8-9330-aef31a8bf3af,9085,4669,2023-12-23,Brake Repair,1119.18,Renaud
94641c3b-bbd2-4bf9-8748-dcf45a49acd2,10478,5002,2021-10-22,Engine Diagnostics,1340.88,Rémy
12b68f6e-bf9d-45cf-bbed-c975ed34941c,3119,3446,2022-09-23,Brake Repair,668.79,Bègue Vidal S.A.S.
c5f7083e-efbc-476f-a179-6636c68ce9b4,7208,5791,2024-04-19,Battery Check,798.84,Moreau
98841bcb-79a6-4c7f-ab37-7815b919831b,6326,2709,2022-06-03,Engine Diagnostics,1488.31,Bernard
1e947fb1-7253-4f77-b700-1d7e4dece485,9481,3577,2021-12-10,Engine Diagnostics,637.44,Lagarde
c1230c86-e847-484f-ba44-e3887962fe13,10745,6365,2022-06-23,Brake Repair,1571.34,Martineau
b1a9e527-e81f-487f-801f-9bd3689e7c6b,3876,6388,2021-05-25,Battery Check,1542.27,Boulay et Fils
bba1edc2-78f2-4a26-ae87-3b68f81a0be3,4162,4425,2025-02-09,Battery Check,371.39,Poulain Rousset S.A.S.
132ec54c-7711-42ed-afb3-3ed1c43970bc,2801,5616,2020-01-14,Brake Repair,1486.96,Daniel S.A.
02dfa136-92a1-4fc7-9765-49da2d76f71c,7034,6467,2020-04-17,Tire Replacement,326.0,Guillou S.A.S.
81787732-c24a-41fd-a254-8e7b36851731,1658,6312,2023-08-20,Engine Diagnostics,1458.99,Thierry Guibert S.A.S.
8846555d-c323-4479-b480-4b8d884c5c6d,10379,2834,2024-09-16,Brake Repair,879.97,Roche
2655f5f3-3cea-4b93-805c-8ba15cd7003f,1394,5059,2023-03-26,Oil Change,1273.96,Vaillant
cefa8ddf-b810-4315-a313-1839958df3f1,1866,5442,2021-11-06,Engine Diagnostics,261.53,Klein Lecomte et Fils
eb531c1a-0cf5-4d87-945d-8ff8d4a3860c,3218,2922,2022-05-24,Engine Diagnostics,1289.76,Samson
3fc3ed4b-5ed8-4a2d-947e-e9e1b14b74ed,6212,6104,2020-09-14,Battery Check,849.22,Mace et Fils
655a271a-5e97-490b-8288-a979e47da7ea,1070,2964,2024-08-22,Oil Change,1556.67,Meyer Guibert S.A.R.L.
